,"Aguascalientes, Real de Asientos","Aguascalientes, Calvillo","Aguascalientes, San Jose de Gracia","Baja California, Tecate","Baja California Sur, Todos Santos","Baja California Sur, Loreto","Campeche, Isla Aguada","Campeche, Palizada","Coahuila, Parras de la Fuente","Coahuila, Cuatro Cienegas","Coahuila, Arteaga","Coahuila, Viesca","Coahuila, Candela","Coahuila, Guerrero","Coahuila, Melchor Muzquiz","Colima, Comala","Chiapas, San Cristobal de las Casas","Chiapas, Comitan de Dominguez","Chiapas, Chiapa de Corzo","Chiapas, Palenque","Chihuahua, Creel","Chihuahua, Batopilas","Chihuahua, Casas Grandes","Durango, Mapimi","Durango, Nombre de Dios","Guanajuato, Dolores Hidalgo","Guanajuato, Mineral de Pozos","Guanajuato, Jalpa","Guanajuato, Salvatierra","Guanajuato, Yuriria","Guanajuato, Comonfort","Guerrero, Taxco","Hidalgo, Real del Monte","Hidalgo, Huasca de Ocampo","Hidalgo, Mineral del Chico","Hidalgo, Huichapan","Hidalgo, Tecozautla","Hidalgo, Zempoala","Hidalgo, Zimapan","Jalisco, Mazamitla","Jalisco, Tapalpa","Jalisco, Tequila","Jalisco, San Sebastian del Oeste","Jalisco, Lagos de Moreno","Jalisco, Mascota","Jalisco, Talpa de Allende","Jalisco, Ajijic","Jalisco, Tlaquepaque","Mexico, Malinalco","Mexico, Tepotzotlan","Mexico, Valle de Bravo","Mexico, El Oro","Mexico, Metepec","Mexico, Aculco","Mexico, Ixtapan de la Sal","Mexico, Teotihuacan y San Martin de las Piramides","Mexico, Villa del Carbon","Mexico, Tonatico","Michoacan, Cuitzeo","Michoacan, Patzcuaro","Michoacan, Sta. Clara del Cobre","Michoacan, Tlalpujahua","Michoacan, Angangueo","Michoacan, Tacambaro","Michoacan, Jiquilpan","Michoacan, Tzintzuntzan","Michoacan, Paracho","Morelos, Tepoztlan","Morelos, Tlayacapan","Nayarit, Jala","Nayarit, Sayulita","Nayarit, Compostela","Nayarit, Mexcaltitan","Nuevo Leon, Santiago","Nuevo Leon, Linares","Nuevo Leon, Bustamante","Oaxaca, Capulalpam de Mendez","Oaxaca, Huautla de Jimenez","Oaxaca, Mazunte","Oaxaca, San Pablo Villa de Mitla","Oaxaca, San Pedro y San Pablo Teposcolula","Oaxaca, Santa Catarina Juquila","Puebla, Cuetzalan del Progreso","Puebla, Zacatlan","Puebla, Pahuatlan","Puebla, Chignahuapan","Puebla, Cholula","Puebla, Tlatlauquitepec","Puebla, Xicotepec","Puebla, Atlixco","Puebla, Huahuchinango","Puebla, Tetela de Ocampo","Queretaro, Bernal","Queretaro, Jalpan de Serra","Queretaro, Cadereyta de Montes","Queretaro, Tequisquiapan","Queretaro, San Joaquin","Queretaro, Amealco de Bonfil","Quintana Roo, Bacalar","Quintana Roo, Isla Mujeres ","Quintana Roo, Tulum","San Luis Potosi, Real de Catorce","San Luis Potosi, Xilitla","San Luis Potosi, Santa María del Río","San Luis Potosi, Aquismón","Sinaloa, Cosala","Sinaloa, El Fuerte","Sinaloa, El Rosario","Sinaloa, Mocorito","Sonora, Alamos","Sonora, Magdalena de Kino","Tabasco, Tapijulapa","Tamaulipas, Mier","Tamaulipas, Tula","Tlaxcala, Huamantla","Tlaxcala, Tlaxco","Veracruz, Coatepec","Veracruz, Xico","Veracruz, Papantla","Veracruz, Orizaba","Veracruz, Zozocolco","Veracruz, Coscomatepec","Yucatan, Izamal","Yucatan, Valladolid","Yucatan, Mani","Yucatan, Sisal","Zacatecas, Jerez de Garcia Salinas","Zacatecas, Teul de Gonzalez Ortega","Zacatecas, Sombrerete","Zacatecas, Pinos","Zacatecas, Nochistlan","Zacatecas, Guadalupe"
"Nayarit, Compostela",485.165,395.199,470.632,2016.194,1046.985,1324.875,1710.889,1676.659,904.336,978.541,925.157,823.409,1147.827,1333.572,1244.737,375.859,1634.27,1723.477,1589.953,1640.306,1305.956,980.842,1484.234,785.767,556.897,528.471,604.781,385.422,531.714,504.963,523.873,818.534,776.251,794.911,793.173,648.95,646.965,767.173,691.43,307.62,303.551,150.322,182.187,388.998,211.965,316.17,252.215,210.31,750.838,707.595,721.536,606.643,681.589,644.209,756.682,759.343,665.103,759.38,473.881,530.375,540.82,588.025,594.115,577.213,342.445,462.15,427.64,806.588,805.673,76.41,89.481,0.0,154.371,1024.466,955.349,1087.872,1271.327,1131.398,1459.498,1242.574,1159.148,1393.447,1004.196,877.716,846.226,872.676,861.939,961.956,870.765,891.408,858.449,923.1,608.698,735.641,622.921,612.535,689.116,621.724,2061.236,2365.203,2271.505,786.609,905.799,575.797,869.794,469.286,791.286,208.031,637.96,921.543,1382.323,1566.647,1147.048,725.41,873.742,841.743,1014.499,1023.793,988.758,1001.881,971.7,1038.007,2109.029,2200.167,2050.217,2072.881,472.038,313.106,703.632,516.052,364.514,536.512
"Nayarit, Mexcaltitan",597.217,507.25,582.684,1959.679,990.471,1268.36,1822.941,1788.711,847.821,922.027,959.803,766.894,1153.749,1299.903,1197.892,487.911,1746.322,1835.529,1702.005,1752.358,1249.442,924.327,1427.719,729.252,500.382,640.522,716.833,497.474,643.766,617.014,635.925,930.585,888.303,906.963,905.224,761.002,759.016,879.224,803.482,419.672,415.602,262.373,334.747,501.05,431.083,428.222,364.266,322.362,862.89,819.647,833.587,718.695,793.641,756.261,868.734,871.395,777.155,871.431,585.932,642.427,652.872,700.077,706.167,689.265,454.496,574.202,539.692,918.639,917.724,184.312,242.042,154.371,0.0,1081.798,1066.705,1145.204,1382.683,1242.754,1570.854,1353.93,1270.504,1504.803,1115.552,989.072,957.582,984.032,973.295,1073.312,982.121,1002.764,969.805,1034.456,720.054,846.997,734.277,723.891,800.472,733.08,2172.592,2476.559,2382.861,897.965,1017.155,687.153,981.15,408.079,730.079,146.824,576.753,860.336,1321.116,1678.003,1204.379,836.766,985.098,953.099,1125.855,1135.149,1100.114,1113.237,1083.056,1149.363,2220.385,2311.523,2161.573,2184.237,583.394,424.462,592.588,627.408,475.87,647.868
"Nuevo Leon, Santiago",585.458,651.175,583.016,2319.583,1625.569,1903.459,1622.805,1588.575,259.808,316.48,119.18,353.198,194.871,386.12,377.769,1020.543,1546.186,1635.394,1501.869,1552.223,1100.578,1015.406,1143.69,445.222,660.383,643.955,635.938,733.336,786.655,777.366,696.666,1034.717,862.842,837.451,879.763,793.368,793.81,852.054,838.275,888.773,948.235,884.749,1069.258,662.555,1021.356,1018.495,841.525,815.485,967.022,867.129,937.719,861.039,897.772,790.472,972.866,918.877,867.466,975.563,800.266,882.921,893.366,822.011,862.55,929.759,842.667,876.128,898.396,988.828,1011.933,956.291,1111.596,1024.466,1081.798,0.0,95.593,149.553,1429.907,1289.978,1618.078,1401.154,1317.728,1552.027,783.69,821.391,824.181,816.351,1020.519,852.644,761.361,1049.988,765.784,866.775,756.656,660.498,770.879,760.493,837.074,770.386,1972.001,2275.969,2182.27,353.889,569.342,549.342,533.337,1018.42,1340.42,994.742,1187.094,1470.677,1539.824,1477.413,185.68,401.047,889.514,849.044,910.819,920.113,719.748,1160.461,752.558,1003.645,2019.794,2110.932,1960.982,1983.647,537.453,696.854,593.081,607.563,713.116,502.327
"Nuevo Leon, Linares",578.231,639.363,610.326,2412.907,1718.893,1996.782,1526.499,1492.269,353.132,409.803,212.503,446.521,288.195,479.444,471.093,951.426,1449.88,1539.088,1405.563,1455.917,1193.901,1108.73,1237.013,538.546,753.707,548.168,540.151,637.55,690.869,681.58,600.88,938.93,766.536,741.145,783.457,697.581,698.023,755.748,742.488,819.655,879.118,815.632,1000.141,566.768,952.239,949.378,772.408,746.367,871.235,771.342,841.933,765.252,801.986,694.685,877.079,823.09,771.679,879.776,704.479,787.135,797.58,726.225,766.764,833.973,773.55,780.341,802.609,893.041,916.146,887.174,1042.479,955.349,1066.705,95.593,0.0,242.847,1335.772,1195.843,1523.942,1307.019,1223.592,1457.892,689.093,726.793,729.583,721.753,926.384,758.046,666.763,955.853,671.187,772.177,662.521,566.362,676.744,666.358,742.939,676.251,1877.403,2181.371,2087.672,259.753,474.744,455.206,438.739,1111.714,1433.714,1088.036,1280.388,1563.971,1633.118,1382.815,274.638,306.45,794.916,754.446,816.221,825.515,625.15,1066.325,657.96,909.047,1925.197,2016.335,1866.385,1889.049,566.094,725.495,621.722,513.427,679.374,530.968
"Nuevo Leon, Bustamante",648.864,714.581,646.423,2201.064,1688.975,1966.865,1768.504,1734.274,323.214,232.316,182.586,416.604,55.766,267.601,279.321,1083.949,1691.885,1781.092,1647.568,1697.922,1163.984,1078.812,1207.096,508.628,723.789,734.765,726.748,824.147,877.466,867.489,787.477,1125.528,1027.113,1045.773,1044.035,884.179,884.62,1018.035,929.086,952.179,1011.641,948.155,1132.664,753.366,1084.762,1081.901,904.931,878.891,1057.833,957.939,1028.53,951.849,988.583,881.282,1063.677,1009.688,958.277,1066.374,891.076,973.732,984.177,912.822,953.361,1020.57,906.073,966.939,989.207,1079.639,1102.744,1019.697,1175.002,1087.872,1145.204,149.553,242.847,0.0,1523.793,1383.864,1711.963,1495.04,1411.613,1645.913,930.963,968.663,971.453,963.623,1114.405,999.916,908.633,1143.873,913.056,1014.047,850.542,754.383,864.765,854.379,930.96,864.272,2119.273,2423.241,2329.542,447.774,716.614,643.227,680.609,1089.809,1411.808,1066.13,1258.483,1542.065,1643.195,1624.685,163.97,548.32,1126.208,996.316,1058.091,1067.385,867.02,1254.346,899.83,1290.473,2167.066,2258.205,2108.254,2130.919,608.842,768.243,664.47,703.032,784.505,573.716
"Oaxaca, Capulalpam de Mendez",1076.423,1060.72,1061.89,3249.523,2280.314,2558.204,764.664,730.433,1509.209,1618.663,1348.74,1602.599,1569.123,1764.086,1679.953,1263.528,660.575,749.782,616.258,694.081,2218.657,2133.485,2261.768,1563.301,1361.783,853.597,810.058,934.603,812.542,845.665,793.831,622.558,561.35,580.01,578.272,688.057,712.403,525.681,668.937,1062.832,1191.22,1131.61,1316.119,940.793,1268.217,1265.356,1084.51,1062.346,627.758,577.536,671.349,704.434,591.973,652.558,638.739,534.847,602.586,634.951,814.583,882.377,892.823,710.001,717.093,929.215,1016.726,875.584,942.025,550.165,538.248,1203.152,1358.457,1271.327,1382.683,1429.907,1335.772,1523.793,0.0,373.07,331.991,107.113,193.106,270.671,552.941,544.585,602.472,531.507,427.925,510.702,595.05,446.618,573.758,567.417,753.285,880.228,731.036,703.814,793.827,699.562,1121.925,1425.892,1332.194,1165.581,963.646,881.955,845.74,1697.023,2019.023,1435.768,1865.697,2149.28,2610.06,627.336,1580.093,1104.382,433.052,493.583,511.224,520.517,604.376,386.66,578.906,422.786,1169.718,1260.856,1110.906,1133.57,1171.718,1190.157,1279.589,1020.988,1061.043,1112.132
"Oaxaca, Huautla de Jimenez",936.494,920.79,921.961,3109.593,2140.385,2418.275,722.112,687.881,1369.28,1478.734,1208.811,1462.67,1429.193,1624.156,1540.024,1123.599,645.492,734.7,601.175,651.529,2078.727,1993.556,2121.839,1423.372,1221.854,713.668,670.129,794.674,672.613,705.736,653.902,482.629,421.421,440.081,438.342,548.128,572.474,385.751,529.008,922.902,1051.29,991.681,1176.19,800.863,1128.288,1125.427,944.581,922.416,487.829,437.606,531.419,564.505,452.043,512.629,498.81,394.917,462.656,495.021,674.654,742.448,752.893,570.071,577.163,789.286,876.797,735.655,802.096,410.236,398.319,1063.223,1218.528,1131.398,1242.754,1289.978,1195.843,1383.864,373.07,0.0,501.905,284.982,261.037,435.855,411.352,402.996,460.883,389.918,286.336,369.113,453.461,305.029,432.17,425.828,611.696,738.639,589.447,562.226,652.238,557.973,1079.335,1383.303,1289.604,1023.992,822.057,740.366,704.151,1555.434,1877.434,1294.179,1724.108,2007.691,2468.471,584.747,1438.505,962.793,291.463,351.994,369.635,378.928,462.787,245.071,437.318,281.197,1127.128,1218.266,1068.316,1090.981,1030.129,1048.568,1138.0,879.399,919.454,970.543
"Oaxaca, Mazunte",1264.593,1248.89,1250.061,3437.693,2468.485,2746.374,872.948,838.718,1697.379,1806.834,1536.91,1790.769,1757.293,1952.256,1868.123,1451.698,564.896,654.104,520.579,802.365,2406.827,2321.655,2449.939,1751.471,1549.954,1041.768,998.229,1122.773,1000.713,1033.835,982.001,691.845,749.52,768.18,766.442,876.228,900.573,713.851,857.107,1251.002,1379.39,1319.781,1504.289,1128.963,1456.387,1453.526,1272.68,1250.516,760.687,765.706,859.519,892.604,780.143,840.728,771.668,723.017,790.756,767.879,1002.753,1070.548,1080.993,898.171,905.263,1117.386,1204.897,1063.754,1006.815,766.824,726.418,1391.323,1546.628,1459.498,1570.854,1618.078,1523.942,1711.963,331.991,501.905,0.0,286.863,381.025,163.236,740.86,732.504,790.391,719.426,615.844,698.621,782.969,634.537,761.678,755.336,941.204,1068.147,918.955,891.734,981.746,887.481,1231.501,1535.468,1441.769,1353.5,1151.565,1069.874,1033.659,1884.942,2206.942,1623.687,2053.616,2337.199,2797.979,736.912,1768.013,1292.301,620.971,681.502,797.092,806.386,921.384,574.579,766.826,610.705,1279.294,1370.432,1220.482,1243.146,1359.637,1378.076,1467.508,1208.907,1248.962,1300.051
"Oaxaca, San Pablo Villa de Mitla",1047.67,1031.967,1033.137,3220.77,2251.561,2529.451,869.524,835.294,1480.456,1589.91,1319.987,1573.846,1540.37,1735.333,1651.2,1234.775,561.472,650.68,517.155,798.942,2189.903,2104.732,2233.015,1534.548,1333.03,824.844,781.305,905.85,783.789,816.912,765.078,593.805,532.597,551.257,549.518,659.304,683.65,496.927,640.184,1034.079,1162.466,1102.857,1287.366,912.04,1239.464,1236.603,1055.757,1033.593,599.005,548.783,642.595,675.681,563.219,623.805,609.986,506.094,573.833,606.197,785.83,853.624,864.069,681.247,688.339,900.462,987.973,846.831,913.272,521.412,509.495,1174.399,1329.704,1242.574,1353.93,1401.154,1307.019,1495.04,107.113,284.982,286.863,0.0,164.359,241.905,524.194,515.838,573.725,502.76,399.178,481.955,566.303,417.871,545.011,538.67,724.538,851.481,702.289,675.067,765.08,670.815,1228.13,1532.098,1438.399,1136.834,934.899,853.208,816.993,1668.276,1990.276,1407.021,1836.95,2120.533,2581.313,733.542,1551.346,1075.635,404.305,464.836,482.477,491.77,575.629,357.912,550.159,394.039,1275.924,1367.062,1217.112,1239.776,1142.971,1161.41,1250.842,992.241,1032.296,1083.385
"Oaxaca, San Pedro y San Pablo Teposcolula",964.243,948.54,949.711,3137.343,2168.135,2446.024,985.374,951.144,1397.03,1506.484,1236.56,1490.419,1456.943,1651.906,1567.773,1151.348,717.889,807.097,673.572,914.791,2106.477,2021.305,2149.589,1451.121,1249.604,741.418,697.879,822.423,700.363,732.798,681.651,389.198,449.17,467.83,466.092,575.878,600.223,413.501,556.757,950.652,1079.04,1019.431,1203.939,828.613,1156.037,1153.176,972.33,950.166,394.398,465.356,559.169,592.254,479.793,540.378,405.379,422.667,490.406,401.59,702.403,770.198,780.643,597.821,604.913,817.036,904.547,763.405,829.846,316.562,304.645,1090.973,1246.278,1159.148,1270.504,1317.728,1223.592,1411.613,193.106,261.037,381.025,164.359,0.0,314.304,411.884,403.528,461.415,390.45,286.867,369.644,453.993,305.561,432.701,426.36,612.228,739.171,589.979,562.757,652.77,558.505,1304.957,1608.925,1515.226,1024.524,822.589,740.898,704.683,1555.966,1877.966,1294.711,1724.64,2008.223,2469.003,810.369,1439.036,963.325,291.995,352.525,370.167,379.46,463.319,245.602,437.849,281.729,1352.751,1443.889,1293.939,1316.603,1030.661,1049.1,1138.532,879.93,919.986,971.075
"Oaxaca, Santa Catarina Juquila",1198.543,1182.84,1184.01,3371.643,2402.434,2680.324,1021.618,987.388,1631.329,1740.783,1470.86,1724.719,1691.243,1886.206,1802.073,1385.648,713.566,802.774,669.249,951.035,2340.776,2255.605,2383.888,1685.421,1483.903,975.717,932.178,1056.723,934.662,967.785,915.951,624.866,683.47,702.13,700.391,810.177,834.523,647.8,791.057,1184.952,1313.339,1253.73,1438.239,1062.913,1390.337,1387.476,1206.63,1184.466,693.708,699.656,793.468,826.554,714.092,774.678,704.689,656.967,724.706,700.9,936.703,1004.497,1014.942,832.12,839.212,1051.335,1138.846,997.704,1064.145,699.845,660.368,1325.272,1480.577,1393.447,1504.803,1552.027,1457.892,1645.913,270.671,435.855,163.236,241.905,314.304,0.0,676.548,668.191,726.078,655.113,551.531,634.308,718.656,570.224,697.365,691.023,876.891,1003.834,854.642,827.421,917.434,823.168,1379.339,1683.306,1589.608,1289.187,1087.252,1005.561,969.346,1820.629,2142.629,1559.374,1989.304,2272.886,2733.666,884.75,1703.7,1227.988,556.658,617.189,634.83,644.124,727.982,510.266,702.513,546.392,1427.132,1518.27,1368.32,1390.984,1295.324,1313.764,1403.195,1144.594,1184.649,1235.739
"Puebla, Cuetzalan del Progreso",809.292,793.588,794.759,2982.391,2013.183,2291.073,934.181,899.951,1242.078,1097.901,1081.609,1335.468,976.292,1167.541,1159.19,996.397,857.562,946.769,813.244,863.598,1951.525,1866.354,1994.637,1296.17,1094.652,586.466,542.927,667.472,545.411,578.534,526.7,385.879,294.219,312.879,311.14,420.926,445.272,258.549,401.806,795.7,924.088,864.479,1048.988,673.661,1001.086,998.225,817.379,795.214,391.079,332.159,434.67,437.302,355.294,385.427,402.06,267.715,367.575,398.272,547.452,615.246,625.691,442.869,468.14,662.084,749.595,608.453,674.894,313.487,301.569,936.021,1091.326,1004.196,1115.552,783.69,689.093,930.963,552.941,411.352,740.86,524.194,411.884,676.548,0.0,227.12,283.999,117.534,190.475,64.854,153.21,209.168,256.294,64.04,484.479,611.422,462.23,435.008,525.021,430.756,1283.412,1587.38,1493.681,896.775,396.523,613.149,413.768,1428.217,1750.217,1166.962,1596.891,1880.474,2341.254,788.824,924.064,594.888,133.723,176.118,203.378,212.672,90.32,224.057,39.42,260.184,1331.205,1422.343,1272.393,1295.058,902.912,921.351,1010.783,752.182,792.237,843.326
"Puebla, Zacatlan",682.812,667.109,668.279,2855.912,1886.703,2164.593,943.849,909.619,1115.598,1225.052,955.129,1208.988,1013.992,1205.242,1286.342,869.917,867.23,956.437,822.913,873.266,1825.045,1739.874,1868.157,1169.69,968.172,459.986,416.447,540.992,418.931,452.054,400.22,334.448,126.77,101.379,143.691,246.246,266.181,115.982,241.007,669.22,797.608,737.999,922.508,547.182,874.606,871.745,690.899,668.734,282.904,205.474,328.985,310.823,249.609,258.947,303.943,141.03,240.89,306.64,420.972,488.766,499.211,316.389,341.66,535.604,623.115,481.973,548.414,262.055,245.819,809.541,964.846,877.716,989.072,821.391,726.793,968.663,544.585,402.996,732.504,515.838,403.528,668.191,227.12,0.0,85.461,15.337,126.186,185.92,79.046,155.655,57.755,66.919,359.222,486.164,336.972,309.751,399.764,305.498,1333.588,1637.555,1543.857,771.517,434.407,487.891,451.652,1302.96,1624.959,1041.704,1471.634,1755.216,2215.996,838.999,961.837,710.318,96.607,56.137,238.463,247.757,197.04,274.233,95.982,310.359,1381.381,1472.519,1322.569,1345.233,777.655,796.094,885.525,626.924,666.98,718.069
"Puebla, Pahuatlan",651.322,635.618,636.789,2824.422,1855.213,2133.103,1043.305,1009.075,1084.108,1193.562,923.639,1177.498,1016.783,1208.032,1254.852,838.427,966.686,1055.893,922.369,972.722,1793.555,1708.384,1836.667,1138.2,936.682,428.496,384.957,509.502,387.441,419.876,368.73,346.374,95.28,69.889,112.201,214.756,234.691,84.492,209.517,637.73,766.118,706.509,891.018,515.691,843.116,840.255,659.409,637.244,251.414,173.984,297.495,279.333,218.119,227.457,272.453,109.54,209.4,275.15,389.482,457.276,467.721,284.899,310.17,504.114,591.625,450.483,516.924,250.708,235.481,778.051,933.356,846.226,957.582,824.181,729.583,971.453,602.472,460.883,790.391,573.725,461.415,726.078,283.999,85.461,0.0,80.121,192.617,242.597,82.762,222.086,59.505,130.545,326.727,453.669,304.477,277.256,367.269,273.004,1391.914,1695.882,1602.183,739.022,332.793,455.396,455.368,1270.465,1592.465,1009.21,1439.139,1722.721,2183.501,897.326,965.553,677.823,153.285,112.814,295.14,304.434,200.756,332.559,183.697,368.686,1439.707,1530.845,1380.895,1403.56,745.16,763.599,853.03,594.429,634.485,685.574
"Puebla, Chignahuapan",677.772,662.068,663.239,2850.871,1881.663,2159.553,930.771,896.541,1110.558,1220.012,950.089,1203.948,1008.952,1200.202,1281.302,864.877,854.152,943.359,809.835,860.188,1820.005,1734.834,1863.117,1164.65,963.132,454.946,411.407,535.952,413.891,447.014,395.18,321.369,121.73,96.339,138.651,241.206,261.141,110.942,235.967,664.18,792.568,732.959,917.468,542.141,869.566,866.705,685.859,663.694,277.864,200.434,323.945,305.782,244.569,253.907,298.903,135.99,235.85,301.6,415.932,483.726,494.171,311.349,336.62,530.564,618.075,476.933,543.374,248.977,232.741,804.501,959.806,872.676,984.032,816.351,721.753,963.623,531.507,389.918,719.426,502.76,390.45,655.113,117.534,15.337,80.121,0.0,115.521,175.255,74.868,144.99,53.577,49.803,355.044,481.986,332.794,305.573,395.586,301.32,1322.923,1626.891,1533.192,767.339,430.229,483.713,447.474,1298.782,1620.782,1037.527,1467.456,1751.038,2211.818,828.335,957.659,706.14,85.943,33.074,227.798,237.092,192.862,263.568,175.803,299.695,1370.716,1461.854,1311.904,1334.569,773.477,791.916,881.347,622.746,662.802,713.891
"Puebla, Cholula",667.035,651.331,652.502,2840.134,1870.926,2148.816,868.758,834.528,1099.821,1209.275,939.352,1193.21,1159.734,1354.697,1270.565,854.139,792.138,881.346,747.821,798.175,1809.268,1724.096,1852.38,1153.913,952.395,444.209,400.67,525.215,403.154,436.277,384.443,212.184,151.962,170.622,168.883,278.669,303.015,116.292,259.549,653.443,781.831,722.222,906.73,531.404,858.829,855.968,675.122,652.957,217.384,168.147,261.96,295.045,182.584,243.17,228.365,125.458,193.197,224.577,405.195,472.989,483.434,300.612,307.704,519.827,607.338,466.196,532.637,139.791,127.874,793.764,949.069,861.939,973.295,1020.519,926.384,1114.405,427.925,286.336,615.844,399.178,286.867,551.531,190.475,126.186,192.617,115.521,0.0,148.42,178.246,33.017,156.954,150.613,344.942,471.885,322.693,295.472,385.484,291.219,1217.247,1521.215,1427.516,757.238,555.303,473.612,437.397,1288.68,1610.68,1027.425,1457.354,1740.937,2201.717,722.659,1171.751,696.039,70.771,76.778,200.963,210.257,296.239,157.892,216.625,194.019,1265.04,1356.179,1206.228,1228.893,763.375,781.814,871.246,612.645,652.7,703.789
"Puebla, Tlatlauquitepec",767.052,751.349,752.519,2940.152,1970.943,2248.833,891.941,857.711,1199.838,1309.292,1039.369,1293.228,1045.246,1236.495,1370.582,954.157,815.322,904.529,771.005,821.358,1909.285,1824.114,1952.397,1253.93,1052.412,544.226,500.687,625.232,503.171,535.606,484.46,343.639,251.979,270.639,268.901,378.686,403.032,216.309,359.566,753.461,881.848,822.239,1006.748,631.422,958.846,955.985,775.139,752.975,348.84,289.919,392.43,395.063,313.054,343.187,359.821,225.476,325.335,356.032,505.212,573.006,583.451,400.629,425.901,619.844,707.355,566.213,632.654,271.247,259.329,893.781,1049.086,961.956,1073.312,852.644,758.046,999.916,510.702,369.113,698.621,481.955,369.644,634.308,64.854,185.92,242.597,175.255,148.42,0.0,235.864,167.447,214.573,85.709,442.758,569.701,420.509,393.287,483.3,389.035,1241.691,1545.659,1451.96,855.054,653.119,571.428,497.385,1386.496,1708.496,1125.241,1555.17,1838.753,2299.533,747.103,998.709,793.855,92.002,134.397,161.657,170.951,159.288,182.336,91.257,218.463,1289.484,1380.622,1230.672,1253.337,861.191,879.63,969.062,710.461,750.516,801.605
"Puebla, Xicotepec",675.861,660.157,661.328,2848.96,1879.752,2157.642,994.314,960.084,1108.647,1218.101,948.178,1202.037,953.963,1145.212,1279.391,862.966,917.695,1006.902,873.377,923.731,1818.094,1732.922,1861.206,1162.739,961.221,453.035,409.496,534.041,411.98,445.103,393.269,370.913,119.818,94.427,136.74,239.295,259.23,109.031,234.056,662.269,790.657,731.048,915.557,540.23,867.655,864.794,683.948,661.783,275.953,198.523,322.034,303.871,242.658,251.996,296.992,134.079,233.938,299.689,414.021,481.815,492.26,309.438,334.709,528.653,616.164,475.022,541.463,275.247,260.02,802.59,957.895,870.765,982.121,761.361,666.763,908.633,595.05,453.461,782.969,566.303,453.993,718.656,153.21,79.046,82.762,74.868,178.246,235.864,0.0,206.503,21.489,124.716,351.732,478.675,329.483,302.261,392.274,298.009,1384.436,1688.404,1594.705,764.028,373.842,480.402,391.087,1295.47,1617.47,1034.215,1464.144,1747.727,2208.507,889.848,901.273,702.829,147.455,106.985,289.311,298.605,136.475,325.081,102.274,361.208,1432.229,1523.367,1373.417,1396.082,770.165,788.604,878.036,619.435,659.49,710.579
"Puebla, Atlixco",696.504,680.8,681.971,2869.603,1900.395,2178.284,887.451,853.221,1129.29,1238.744,968.82,1222.679,1189.203,1384.166,1300.033,883.608,810.832,900.039,766.515,816.868,1838.737,1753.565,1881.849,1183.381,981.864,473.678,430.139,554.683,432.623,465.745,413.911,188.397,181.431,200.09,198.352,308.138,332.484,145.761,289.018,682.912,811.3,751.691,936.199,560.873,888.298,885.436,704.59,682.426,193.597,197.616,291.429,324.514,212.053,272.638,204.578,154.927,222.666,200.789,434.664,502.458,512.903,330.081,337.173,549.296,636.807,495.665,562.106,116.004,104.087,823.233,978.538,891.408,1002.764,1049.988,955.853,1143.873,446.618,305.029,634.537,417.871,305.561,570.224,209.168,155.655,222.086,144.99,33.017,167.447,206.503,0.0,186.595,180.253,374.583,501.525,352.333,325.112,415.125,320.86,1235.44,1539.408,1445.709,786.878,584.943,503.252,467.037,1318.321,1640.321,1057.066,1486.995,1770.577,2231.358,740.852,1201.391,725.68,88.963,106.419,219.156,228.45,325.879,176.085,234.818,212.212,1283.233,1374.372,1224.421,1247.086,793.016,811.455,900.886,642.285,682.341,733.43
"Puebla, Huahuchinango",663.545,647.842,649.012,2836.645,1867.436,2145.326,973.023,938.792,1096.331,1205.785,935.862,1189.721,958.386,1149.635,1267.075,850.65,896.403,985.611,852.086,902.44,1805.779,1720.607,1848.89,1150.423,948.905,440.719,397.18,521.725,399.665,432.787,380.953,358.597,107.503,82.112,124.424,226.979,246.914,96.715,221.741,649.954,778.342,718.732,903.241,527.915,855.339,852.478,671.632,649.468,263.637,186.207,309.719,291.556,230.342,239.68,284.676,121.764,221.623,287.374,401.705,469.499,479.945,297.123,322.394,516.338,603.848,462.706,529.147,262.931,247.705,790.274,945.579,858.449,969.805,765.784,671.187,913.056,573.758,432.17,761.678,545.011,432.701,697.365,256.294,57.755,59.505,53.577,156.954,214.573,21.489,186.595,0.0,102.865,339.317,466.26,317.068,289.846,379.859,285.594,1362.584,1666.552,1572.853,751.613,379.448,467.987,396.693,1283.055,1605.055,1021.8,1451.729,1735.312,2196.092,867.996,906.878,690.414,125.604,85.134,267.46,276.753,142.081,303.229,125.022,339.356,1410.378,1501.516,1351.566,1374.23,757.75,776.189,865.621,607.02,647.075,698.164
